Text,language
"Ow, mage kamar sagaya ohuge kella samanga wedak iwara kalama apita enna puluwan.",Singlish
"Australiawe WRC rally yata sahabagii weemata awashya de thibenawada? Oyata Lucozade Energy samanga puluwan! RALLY LE 61200 (25p) ta text karanna, package aran balanna ho lucozade.co.uk/wrc web adawiyata piwisanna, eya oya wiya haki!",Singlish
"Suba nava wasarak, Melody!",Singlish
Oyata oyage pemwathiya aran yanna one neda?,Singlish
"Panivida pamanak nevei. Eka kiyanawa danma mama oya gena sithanawa kiyala, eken oyata mama gena hithanna puluwan weyi wath. Subha rathriyak, madhura sihina @Shesil",Singlish
Obata 1 nava handa panividiyak thibenawa. Karunakara 08719181503 durakathana ankayata katha karanna,Singlish
Ohu kiyana de prashnayak neve. Mage sitha kiwwa wenath prashnayak thibenawa kiyala.,Singlish
Ohutat dahawal kama menuwa gena thamai danagena thiyenne. Mama dannawa,Singlish
"ohu karanne kumak ho varadak siduvuvahot eya mage varadak vana atara, siyalu tarka mage varadak vana atara ohuta epa vi ati bavin mata kendiri gama pamani. ya yutuyi, stutiyi. xx",Singlish
<#> yana yomuwen Rs. <DECIMAL> k wuu NEFT ganudenuma <#> dina <TIME>: <#> ta yawathkalin labunu ginumata berawi atha,Singlish
Naththam kotas kalaye rakiyaawak thibba - panthi.,Singlish
Mama dannawa ae mata katha kala kiyala,Singlish
"Matath ow, mama hithuwa heta ra, ada rata inn balagenayi hithanne, ratharane.",Singlish
Oya asalada? Mage car eka ayeth gaththa,Singlish
Kanassallak neda.,Singlish
"Subha udasanak, ada mata vinadi <#> kin pramaday.",Singlish
Ada panthiya thiyenawada nadda kiyala.,Singlish
Hamoma sajivi weyi. Ethanama honda penena hama deyakma hadanna.,Singlish
Ehema nam mama oyata campus lodge ekedi hambenawa,Singlish
Oyata sathutu karanne nathi kenekta kamathi wela inna eke katayuthu naha.,Singlish
"Awasan watawata mage gedarata enna, mama kisim deak karanne nae. Mata wishwasa karanna.",Singlish
"Mama me patvima gena karadara vemin mulu ratriya purama sitiya. prashnavaliya, popcorn, saha oba mage hisakes karana gahenu lamayinge ratriyak apata maga harima lajjavaki.",Singlish
Obe jangama durakathanayata nomile sexy rupayak laba ganna! 88600 ta BABE kiyala text karanna. Pasugiya sathiyeedi sexy kalakaruwakge rupayak laba ganna! PocketBabe.co.uk web adawiyen thawath rupa laba ganna. £3/sathiya 087016248,Singlish
Hari... oyata hambennam...,Singlish
Yay! Oya eya thawat gahenu lamayi 5 denekta kiuwe nathuwa athi.,Singlish
"hu kiwwada mama kohomada ithamath honda, nathnam jeewithayata udugathayak awashyada, jeewath veemata abhimathaya ahimi wana wita, oya hithanawada mama NVQ nisa miya yana palamu pudgalaya weyi kiyala?",Singlish
Dan mama gedarata awa da..,Singlish
Mama Chennai Velachery e inne :),Singlish
Oya thamath godak kenti gahanawada?,Singlish
"Hari mata thaparayak denna, cstore eke <#> kadanawa.",Singlish
Mama me tharam narakada mehema walakvanna?,Singlish
Api iwarai...,Singlish
"Honey boo, mata oya nathuwa palui.",Singlish
"Thama na chikku.. dan kamarayata yanawa, mama basaye inne..",Singlish
El Nino enakan Marthu awasanayata rendi sitinna. Ohoma.,Singlish
Obe Pongal salasuma kumakda?,Singlish
"Karunakara wahama 08712402779 amathanna, obata hadisi panividiyak ganwila thiyanawa",Singlish
Ummmmaah boho parishramayen suba dawask mage pemwathiya... Suba upan dinayak pemwathiya,Singlish
"Mama passe oyata katha karannam, data na. Hadisiye nam, mata SMS ekak ewanna.",Singlish
Naraka gaheniyak. Mama pasale tikak wada karanawa. Kohomada oyata vaidya warthawak (MC) labune?,Singlish
"Hello, sindu bagatha karanna puluwan web adawiya kumakda? Karunakara eya ithaa hadisi.",Singlish
Dan? Mama heta kamata pitata yanne..,Singlish
Aiyyo mata wedi thiyanna. Mama wedekenage parishrayay inne. :/,Singlish
"Kaatavath  kanne koheda kiyala theeranaya karanna bari una, thathata nam Chinese kama one.",Singlish
"Mama oyata lokaya penwanna kamathiyi, maharajini :) Europe kohomada?",Singlish
"Ow, dan mama oyata text katha karanna puluwan! Hmm. Oyata email eka labunada?",Singlish
Oyage pathraya heta udayeda nathnam dahawalada?,Singlish
Apita kiyada labenne?,Singlish
Oba honda nava adhyayana varayak gata karana bava balaporottu venava. Obata hondama de prarthana karanna. Oba saedi aetthe shreshtathvaya sandaha ya.,Singlish
Samavenna mama nidahas naeha...,Singlish
Hari...,Singlish
Hari. Ada wada kohomada?,Singlish
"Ayeth ewwa. Oya ande kaegahanawada, maharajini?",Singlish
"Mama kalekata kalin awadi wuna... dannay na, wena monawada?",Singlish
Ow oyatath samanawa.... oyata?,Singlish
"Oyata mata katha karanna puluwanda karunakara? Oyage ankaya jala kalapayan pitawi atha kiyala pennanawa. Mata Vasai ekata hadisi kathandarayak thiyanawa saha mata 4ta kalin langa wenna one, ehema wunama mata karunakara katha karanna.",Singlish
"Ow, Jay taramma modayek.",Singlish
"Samawenna, bathroom ye hitiya, ko mokadda?",Singlish
Oba ithitriya dan £500. Obe milaga prashnaya: 'Uptown Girl' geethaya 80 dashakaye gayana kalada? Pilithuru text karanna ANSWER 83600 ta. Jaya wewa!,Singlish
Mage vibagaya pebarawari 4 wenida. Obata honda dawask wewa.,Singlish
"Mama dannay na meyin pitawenna monawa karannada kiyala, eka nisa mama me wage prashna ahanawa. Mawa waradinne epa.",Singlish
"Hari, hadisiyak na, mama jaygen ahannam.",Singlish
Joyge piya John. Eseenam John Joyge piyage nama. Mandan,Singlish
Mata oba wishwaasa naha. Mata hitanawa oba ohuta kiuva kiyala.,Singlish
Deviyan vahanse obe angili atara paratarayak eti kale mandayi oba dannavada? Itin oba venuvenma hadapu ekek ævit e aduwa puravanne adarayan ata allagena..!,Singlish
Mage mama Atlanta wala. Obalata suba semester ekak weva.,Singlish
";-( hari, passe hamuvemu",Singlish
BIG BROTHER ALERT! Pariganakaya obawa 10k mudal ho #150 voucherak sandaha thoragena atha. 09064018838 ta kathaa karanna. NTT PO Box CRO1327 18+ BT durakathana 150ppm jangama durakathana wenas wei,Singlish
"Mama enna naeh, obata avashya de karanna",Singlish
"Kamak na chikkku, eya mage kamathi geethayak.. :-)",Singlish
Oya balawuda mama obage Facebook ginumata damapuda de?,Singlish
Dan nomilee kathaa karanna 0800 542 0578!,Singlish
Space Invaders miladi ganna Arcade Game consoleyak jaya ganeema avasthavak sandaha. Games Arcade sandaha 0 obanna (std WAP gasthuva) niyamayan saha sakasanna o2.co.uk/games balanna. miladi ganeema naha,Singlish
"Oenema aramunak sandaha aramudalu å£500 - å£75,000. Nivas aithikaruwan + badu karuwan sadarayin piliganu. Oba perakadi prathikshapa karada? Api thawamath udawu karamu. Nomilee kathaa karanna 0800 1956669 ho 'help' lesa pera liyapadinchi karanna",Singlish
"Adaraya soyanna epa, adarayata obava soya genimata ida denna. ekayi ekata adaraya kiyanne, oya bala karanne neti nisa, oya watenava vitarayi, oyava allaganna kenek innava kiyala oya dannava.",Singlish
Namuth mama ada mage balla naanawa kiyala mathaka awa.,Singlish
Oshada biwwata pasuwa kaanna puluwan weyi.,Singlish
"Hari, morphine gaththa. pasu nawatha.",Singlish
K thawamath oyata mata adareda?,Singlish
Esa nam oba hostelayata aei awe?,Singlish
Mokaa?? Lololo ha ilanga watave!,Singlish
"Mesaya piri atha, mama gasa asala innemi.",Singlish
Hondin kalaa saha! oba semata adarei.,Singlish
Karunakara avashyatha balanna.,Singlish
Nidahas panividaya: Kohomada - mama Buffy. 25 saha pirimen trupthimath karannata asai. Gedara thaniyama feeling randy. Mage roopa dakina! QlynnBV Help08700621170150p panividayak ewanata thahanam karanna STOP yana.,Singlish
Helo karunakara api STAPATI visin nayata idiripat kala lekhana apita apasu denna,Singlish
"Mata netha, mama ekak miladi gannemi",Singlish
"Dewiyane, davas 3kata pasu obage panividyak dakimata sathutuyi",Singlish
Kumana awuruddakda? saha sathapum kiyada?,Singlish
Pramada nowanna. Adarayei Amma.,Singlish
Nangi samaga dahawal kemen pasu awa. Oba koseda?,Singlish
"Lmao, mata oyava mage konde hadanna awashya na.",Singlish
Aththata hodai:) Dhanush nawathath kapi peneyi:),Singlish
Obage idiri sathiye kalasatahana keseda? Mama me sathiye awasanaye nagarayata pitawa yanawa.,Singlish
"Kohomada, mama nam panividha ewanawa witharai. Oyata kohomada?",Singlish
Oyata thiyenawanam aragena enna,Singlish
Mama chithrapathayaka inne. Mata katha karanna monatada?,Singlish
Mata nam eya kirimata sith netha...,Singlish
Haha... puluwan... namuth mama mage sahodariya samaga rathri ahara wela kanawa...,Singlish
"Putha gedarata parakkuwuwa. Ohuge piya: \Mithuruthwaye balaya""",Singlish
"Ham... hodai, subha rathriyak",Singlish
Hodai ehenam ohuta passe kiyannam saha ohuta heta katha karanna kiyannam...,Singlish
"Subha udesanak, ada mama peya 2k parakuyi. konda kekkuma nisa.",Singlish
Ohuta enna kiyana eh athi :-),Singlish
Avamangalkya nivasedi Audrey saha thaaththa samaga,Singlish
"Hari, oyata lipineya mata ewanna puluwanda?",Singlish
Karunakara mata deviyan visvasayak naha. Jesu pamanak nowe.,Singlish
Haka. Ayata monawada ganne kiayala danne na.,Singlish
Eka laba gannata kochara wela yanawada?,Singlish
Mema mage ankaya Vivek..,Singlish
Mahathmaiy! Api dan ekata sitinawa nam kelinma.,Singlish
Vishishtai! Api dan ekata sitinawa nam sithenawa.,Singlish
"Thawama na chikku.. hari, ewita eata katayuthu karan nadda natha nathara panividhi ewanawada..",Singlish
"Hari, api tikakin pitath vewu.",Singlish
Dan oya mokakda karanne? Kaarya bahuladha?,Singlish
Mama dannawa oya ada awulen kiyala,Singlish
Jordan eye rathraye pratiksh?pa wuna!,Singlish
Mata oba sitina thenak ba hadunaganna,Singlish
Karunakara ikmanin enna daraganna ba.,Singlish
CPS shakthiya arakima?a viduli bindawetim sidu karanawa,Singlish
"Jay mata kiwwa, karannam.",Singlish
Ayi mama oyalata atharata enne,Singlish
Ekada aththatama? Oya oyage guwan widuliya?a peminiyada? Oyage dakshathawa mokakda?,Singlish
Oya awillada? Mama nil oralosuwak saha kalu kalisamak andala innawa.,Singlish
Padam karanawa. Namuth mama elaga sathiye niwdhas.,Singlish
Randenna. Mama pitatha ennam... miniththu <#> yi :),Singlish
Dan gatalu thiyenawa. Aya hata heta hadala dennam.,Singlish
"Tharamak hodai, ohu ennata hakiwi haki.",Singlish
"Hari api sambandha wuna, oyala koheda?",Singlish
"Mata therenne naha, mehe minisu godak thavamath nagarayen pitathai.",Singlish
Naha mata ganithaya karanna denna. Oyata baha eka.,Singlish
Hari man enakan inna... mage panthi thavama ivarai naha.,Singlish
Ow mage samanya pirimi pudgalaya nagarayen pitathai namuth mata danna aya wate innawa.,Singlish
"Mama ada nila washen sambandha wenawa. Karunkara digatama yaknya karanna, pasuwa katha karanam.",Singlish
"Sathutakin ho dukakin, pasugiya de gena eka deyak: ""Eya thavath naththai"" Subha udesanak :-):-).",Singlish
Naha. Oya ovunta multimedia panividayak ekak danum dunna da nathnam widyuth panividayakk da?,Singlish
Oyata ema panividiya labuna da?,Singlish
"Samavenna sir, mama obata heta katha karannam. Senthil.hsbc",Singlish
Oyata avashya de mokakda. Obata denna kenek innawane.,Singlish
Hodai namuth mama bayai oba mama mahatai kiyannawata... Ehema nam oya mata thawama kamathi naha.,Singlish
Obata atathya valanda gan?mak mata ewanna oneda?... Mata ekak one,Singlish
"Ekayi oyata EPI wala A lakunak labune, aya hondinma siti. aya dan mehi siti.",Singlish
Karunakara eelanga dina deka thula aeya kamati deyak kaamen valakwanna epa. ,Singlish
"Me ada obata panthi billionayak thiyena davas valin ekakda, neda?",Singlish
"Mama space poker sellam karanawa, oba?",Singlish
Obe amma ekka kathaa karalada?,Singlish
Eka biththarayak mata genavada.. karunakara :),Singlish
Oba Skye walin arambha karalada?,Singlish
Oba kutiya ven karalada? Saha obe nivadu laba gathtada? Kohomada oba?,Singlish
Saha obatat keepayak sir.,Singlish
"Samavenna, mama pasuwa kathan karannam",Singlish
 6kata vage.,Singlish
"Mama Derek saha Taylorwa Walmartta gena yanawa, oyage weda avasan wena wata mama awe na nam mage mesaya uda musikawa tabala inna. Priscillawa sudanam wena wata mama oyata panividayak ewanam",Singlish
Haha.. oyage molaya bhawitha karanna hithawath.,Singlish
"Naeha, mama sathiema eka utsaha kala ;V",Singlish
"Supiri, oya hithanne keeyata methanata enna puluwanda?",Singlish
"Hi, eka Durban. Oya tama me number ekeda?",Singlish
"Oya dannawada, minissu monawada adinne kiyala. T-shirts, jumpers, toppi, belt, api hanoma dannawa eka. Api Cribbs eke.",Singlish
Oya kawadada mechara adhyathmika saha gamburu wela thiyenne. Eya anargai.,Singlish
Nigeriawata arakshitha gamanak yanna. Oyata sathuta prarthana karanawa saha ikmaninma mathaka seya karanna miturek labenna.,Singlish
"Mama Derek saha Taylorwa Walmart gena yanawa, oyage weda avasan wenavita mama awe nathnam mage mesaya uda mouseeka tiyanna. Priscilla sudanam wuvita mama oyata panividayak ewanam",Singlish
"Hari, oyage wenath number eka mokakda?",Singlish
"Ehenam, meya kohomada?",Singlish
"Hey pradhaniya, oyata meka labunu wata mata emathumak denna puluwanda. Mata Junie 1 wenida thiyana rajakiya sancharaya gena oyata katha karanna one.",Singlish
"Mata hithanne eh kenthiya iwaraayi, ehema nam, mama kisimyam welaawaka ennam.",Singlish
Oba vikramanvitava yaddi meya sidu viya,Singlish
"Aiyo hari, wedi diyunuwak thiyenawanam hondai...",Singlish
Heta ekathu wenna yanawa,Singlish
Eka hondai. Mata oyava sathutu karanna one...,Singlish
Naha. Mata kisima deyak ahanna one na.,Singlish
Mama project center ekata giye.,Singlish
Mata raatri siyallama oyage abhyantarayata wenna one...,Singlish
"Machan oya heta gym yannako, mama pramaduw ennnam. Subha raathriyak.",Singlish
Oh... Hari lor... Api senasurada yamu..,Singlish
"Lol, palamuwae owin kenthiyi thibuna, namuth pasuwa owin awadiwee ida dunna.",Singlish
"Mama rathri kaama hadanawa, oya?",Singlish
Ov. Karunakara <#> ta pitawanna. Ewita <#> ta api pitawanna puluwan.,Singlish
"Oh, godak sthuthiyi.. mama denna thamath 2 kakulu gatta..",Singlish
Oyage udawata godak sthuthiyi!,Singlish
Oya meeta wada wistharathmaka wenna one,Singlish
"Oya passe monawada karanne? Sar xxx""",Singlish
Minisunage aakaraya ho oya gihinda?,Singlish
Mama hitiya nam mama avadhanaya yomu kale naha,Singlish
"Hari, api kipyak ganna puluwan, oya ada raathriyata pera vivrutha da?",Singlish
Sac idiriyata yanna one :),Singlish
Mama apahu awa. Honda gamanak! Oyata receipt one nam mata kiyanna. Mama oya pendant ekata kamathi kiyannada?,Singlish
"Eka hondai, mata raathriye wedi kalayak thisse pawatinna pramanawath bud thiyanawa",Singlish
Subha udesanak. repair kadeye - mama me welawe avadivi sitina ekama hethuwa.,Singlish
Obata sahathika 32000 dinum deemanawak ho kirthiyenwath £1000 mudal dinagena atha. Oyage dinum laba gannata nomile amathanna 0800 ..... (18+). Eka vishvasaniya nomile ankayak. Mokakda oya hithanne???,Singlish
"Nawathama puwatha! Police station eke wesikiliya sorakam karala, polis lata pitawanna kisim deyak naha!",Singlish
"Monawada???? Hello, Talkge email lipinaya mokakda?",Singlish
"Eken vitharakda, loku piyayuru thiyana gahaniyak innawa.",Singlish
Mata tama oya danatama mokakda karanne kiyala hithenawa.,Singlish
Suvishesha sappy yama sandaha £45 sita pudgalayaku sandaha; amathanna 0121 2025050 ho www.shortbreaks.org.uk wetha piwisanna,Singlish
"Arun, oyata mata mudal maru karanna puluwanda?",Singlish
Santa amathumak! Obe kuda petawta naththal handave naththal seeyagen amathumak denna oneda? Obe welawa wenkara gannata 09058094583 amathanna.,Singlish
Oba obe saransaya sampurna kale natha.,Singlish
"Ov, mama 15:26 ta ennam, samawenna! koyi pub/cafe ekeda indaganna ona kiyala mata kiyanna puluvan velavata enna.",Singlish
Nagenahira verala,Singlish
Eda sita kopamana dinak gihinda?,Singlish
"Adaraniya, oyata kenthiyida? Mama karyabahulawa hitiya, adaraniya.",Singlish
Saha ohu dan  Carly Quick samanga mithrai.,Singlish
Hello. Oyata honda dawask athi kiyala hithanawa. Eta wada honda rayak weva.,Singlish
Eka aniwarayenma gauravaneeya deyak.,Singlish
"Enam, mata regu niladhari wattamak one.",Singlish
Ajith film eka balanawa ah?,Singlish
Californiawe harima awai. Kalagunaya seethalai,Singlish
Obata nava panividiyak thibenawa. 0207-083-6089 amathanna,Singlish
"Lol, oh, obata balla sandaa mitureku sitida?",Singlish
Ow wadasatahana samaga enna. Oba kammali.,Singlish
"Mama hitanne obe upadesakaya , namut siyayata siyayak visvasa naha.",Singlish
Mama office eka athule thama form purawanawa. Koi vele mava dala yayida danne na.,Singlish
Ane ov pahadilivama eka mage varadak.,Singlish
Parakku wadi:) eth kamak na obatath esema wewa.,Singlish
Oba dath hadagathada? Nathnam eya ikmanin karanna. Hari parissamin.,Singlish
Mata kisima deyak labune nadda.,Singlish
Eyin adahas wanne obata obe wachana thaba gatha nohaki bawai.,Singlish
Mama marunoth mata one mage hama dema oyata denna.,Singlish
Mata marthu 3 venida vibagaya karanna venanwa.,Singlish
Ha ha. Dan obe vyaparaya kohomada?,Singlish
Hi. Tharagaya gana oba sithanne kumakda?,Singlish
Obatath,Singlish
hari yanna ahanna ona na,Singlish
Lol aththatama. Eya mage thathata kiwwa mata pilikavak kiyala.,Singlish
Oba riya padaweema ho puhunuweem karanawada?,Singlish
Ane oyata godak wagakeem thiyenawa.,Singlish
Natha namuth bluray kridakayata hakiya.,Singlish
Oh oba camerava aropanaya kalada.,Singlish
Ah hari.. mama heta ennam.,Singlish
Dan mama dawalta kamata yanawa.,Singlish
Eya IQ pariksha kirime kotasaki.,Singlish
"Hodai, eya vishala pudumayakata",Singlish
Karunakara mata kiyanna mage siyaluma motor ratha yathuru obe mudal pasumbiye nathi bava.,Singlish
Ikmaninma mata oyage email handunumpata ewanna.,Singlish
Akka mata vada hamba karanna yanava.,Singlish
Hahaha..mole pavichchi karanna patiyo.,Singlish
Obava wadathma sathutu karanne kumakda?,Singlish
Sir obe lipiya enakam balan innawa.,Singlish
Machan mama dan meena rashiyak nemei. Mama dan kumba lagnayak,Singlish
Oba awadiyenda? Ehi hima thibeda?,Singlish
Kisiweku unandu nove. Samahara viyapara salasmak viya hakiya.,Singlish
Mama hariyatama danne na chechigen ahala balanna.,Singlish
Sama deyakatama palamu avastavak thibe:),Singlish
Naha. Mata amataka wuna. Labana sathiye penvanam.,Singlish
Mama danne naha ane. Me masaye balaporoththu wenava.,Singlish
"Hi elaine, ada hamuweema sthirada?",Singlish
Aniva mamath sindu tikak upload karanawa.,Singlish
Oba thavamath jacket ekak labune nadda?,Singlish
Ow eka thamai mama kalpana kale.,Singlish
Hey! oba dedenata suba patum. mama kamatiyi namut mata gedara yanna tibuna!,Singlish
Mama hondin..anivaryayenma hondin.,Singlish
"Sir, mata velusami sarge upan dinaya saha samagam? banku pahasukam vistara avashyai.",Singlish
Ane mage kakula ridenava. sanduda eka vadikara ganne ati.,Singlish
Raji..karunakarala mata udavvak karanna. pls Nimyata mage upandina suba patum kiyanna. pls. ada ayage upan dinayayi.,Singlish
Na na. kriyakarakam sandaha mama siyalu kamara pariksa karami,Singlish
Gokila oyath ekka katha karanawa aha:),Singlish
Mama danatamat pasalata pamina atha ...,Singlish
Stutiyi. sampurna sansun bhavayen saha sahatikayen mava puravayi!,Singlish
Mage hadavata mata maga penvana onema thanakata mama chandaya dennemi,Singlish
(Oba eya magen asa nata),Singlish
:-( Dukbara balu patiyage ghosava,Singlish
Shok! ada office eka kohomada?,Singlish
Oyata puluvanda math ekka kata karanna..,Singlish
"Naha. Ayo sancharaye giya nisa, ohuge yaluwawa amathak karala.",Singlish
Oya thama oya hariye innawada? Passe ganna hithan inne.,Singlish
"Oh, obata frontiyarvilhi mangala devasthanayak sadiya hakida? ovunta siyalu honda deval labenne ayi?",Singlish
"Hello, mama Amy. Dina kihipayakin obata nomile durakathan ankayak ewanam, eken obata wiwrutha paksha hamuwim sandaha prawesaya labey...",Singlish
Mama Calicut yana gaman bus eke.,Singlish
"Email balanna. Mama Varmata email karala, samajikathwaya gena obata pitapathak thiyanawa. Hondin inna. Insha Allah.",Singlish
"Kese wethath, methana mata kisima deyak sahathika kal hakiwei kiyala mata hithenne naha, oyata avashyanam mata dakunata kelinma awilla inna puluwan.",Singlish
Ada oya monawa karanne?,Singlish
"Aiyo, oya amathaddi mama naan kamaraye hitiya. Aho, vishvavidyalaya rohalay park karanagarek kada vetuna. Balanna, mata pissu na. Ehema deval wennava.",Singlish
"Aiyo, oyata pau wade... Ehema nam kanna one nadda? Oya nagena da?",Singlish
Ow... Mama hithuwa oya meka mehema wei kiyala godak kalekata pera danan hitya kiyala.,Singlish
Oya sundarai! Oyage pix thawath ewanawa :) Stuthiyi!,Singlish
"Kolla gedara enna parakku una. Ohunge thaththa: ""Mithuruthawaye shakthiya""",Singlish
"Jade, mama Paul. Oya mata panividiyak ewwe naththe ai? Oyata BARMED eken mava mathakada? Mata oyata katha karanna one! Mata panividiyak ewanna.",Singlish
Mage sahodaraya saha ohuge pawula samanga aluth avurudda samanna yanawa. Api labana sathiye hamuwemu. Oya narakweemata sudanamda? :),Singlish
Kalawak karanna kamathida?!,Singlish
"Ow, ai Englanthaya balana eka vedanawak wage?",Singlish
Ha... Mama gedarin pitawena wita oyata kiyannam.,Singlish
Api ape handinwimen pasu samanya pilates sandaha yanna puluwan...,Singlish
Ow hondeh... Api kisidama awalangul karanne naha... Haha,Singlish
Nokia phone eka lassanayi..,Singlish
Obatath esema weva...,Singlish
"Thawada, Uthuru Carolina saha Texas wala mema mohothedi, oya GRE web adawiyata gihilla pareekshana prathipala ewanne mudal gewanna puluwan.",Singlish
Mama hondin. Obatath ehemai kiyala hithanawa.,Singlish
Mama oyage nava gedarata kamathiyi.,Singlish
Birindage ayithin labaganna. Eka illasitinna epa. Mamat samiyek lesa uthsaaha karanawa. Balamu.,Singlish
Samaharavita eh venuva?a karanna vena deyak hoyaganna???,Singlish
Mata dekama wada karanawa. mage vayasa avurudu <#>ki. eya obata karadarayak novana bava balaporottu venava.,Singlish
Meya jayagrahanaya karana awasthawa wedi karawi.,Singlish
Mama dan Escape natyahalaye. Miniththu kihipayakin KAVALAN balanna yanawa.,Singlish
Karunakara Ashleyta mata ayage ankaya hoyaganna baha kiyala kiyanna.,Singlish
"Oyavath natuva palui. Insha Allah, prarthana karanna.",Singlish
"Ohw hondai. mama mage hondama yaluwa Pete samangai, api sathiyak ekata hitiya+ dan nawatha ekata innawa. Eka sathiyak vada digu kalayak.",Singlish
....Photoshop mage computer shut down karanawa.,Singlish
"Ada kollo okkoma mata vihilu kala. Okay, mata kisima prashnayak naha. Mama winodayak sandaha panividiyak pamank yawwe.",Singlish
"Eka gataluwalin ekak, namuth California hondai. Hima naha, eya kalamanakaranaya kal haki.",Singlish
PRIVATE! Obage 2003 ginum prakashaya 800 nomaka demu S. I. M. lakunu pennum karayi. Amathanna 08715203652 handunam ketha: 42810 kal ikuth wanne 29/10/03,Singlish
"Hmmm.... Sappu sawari ekak athhada balanna puluwan, namuth hotelaye eke nama amathak wuna...",Singlish
"Niyamayi, eya ada ratriye ikmanin ho pasuva vevida?",Singlish
Mata oya online rakiyawa gena wisthara avashyai.,Singlish
Mama mage car eke B akura dakinava.,Singlish
Kohomada oyage paththare?,Singlish
Apasu yanawa kiyanne vanchawak. Eka ganithayak nowe.,Singlish
Eka kalamanakaranaya karanna oba selasum karanne keseda?,Singlish
Oya gena sithamin inne ;) x,Singlish
Camera - Oba SiPix Digital Camera ekak dinagena atha! Sthawara durakathanayen 09061221066 amathanna. Bedahareema dina 28k athulatha.,Singlish
"Oya + salakuna damana wita, mage ankaya thoranna ethakota pin ekak penwayi. Harida?",Singlish
Mama mudritha pitapath yawanawa.,Singlish
"Hondai, passe wisthara kiyannam...",Singlish
Amma dan Robinson wetha noyannawa.,Singlish
Naha. Ov karunakara. Oya pihinamin sitiyada?,Singlish
"Kanthawan palamuwa, saha mahathvarun dewanuwa harida.",Singlish
"Hondai, prashnayak naha...",Singlish
Me panividaya Indiaye wishishta vaidyavarayekugen labi thibe:-): 1) APPY FIZZ bonna epa. Ehi pilika karaka adangui.,Singlish
Mata dan durakathanaya genima noheka. Karunakara panividak ewanna.,Singlish
Oya ohuwa amathala dan owun issaraha kiyanna. Dan ohuwa amathanna.,Singlish
Api heta koheda hamuwenne?,Singlish
Lol ov. Namuth eya obage dawasaata suwandak ekathu karawi.,Singlish
Oba suba dawask gathakaranawa kiyala balaporoththu wenawa.,Singlish
"Ape Prasanth ettange amma eeye rathriye jeewithakshayata patwuna. Aya saha pawula sandaha yaknyaOkay, mama kenek pitawannam. karanna.",Singlish
"Ha, mama yamak karannam.",Singlish
Api hodin. Dan nidaganna yanawa. Pasuwa.,Singlish
Naha,Singlish
"Ov, niyathai. Mata hithenne dewiyan mata dan thawakalika nawatha athi.",Singlish
Oba Airtel liney nishshabda karala da?,Singlish
Mama LT kamaraye dakunu pathe peliye medata sirawila innawa…,Singlish
Sampurna ushnathwaya pa:-) mama thel yodagaththa pa.,Singlish
Jangama Samajaya: Oba jangama durakathanaya sandaha usas thaththwaye dewal thora ganna. 7cfca1a,Singlish
"Suba Naththalak obatath, Annie!",Singlish
"FREE Bluetooth headset ekak jayagrahanaya karanata obe avasthawa sandaha ""ADP"" kiyala pilithuru denna.",Singlish
"Ow, ""Days of Our Lives"" balala nima kala. Mama ekata mara asai.",Singlish
Google wetha gosi qet soyanna...,Singlish
"Api boho wita ape hondama ayava ahimi wenawa, api...",Singlish
RECPT 1/3. Oba ringtone ekak anawum karala thiyenawa. Obe anawuma sakasemin pawathi...,Singlish
Baaaaaaaabe! Awadi wenna! Mata oyawa mathakwenava! Mata oya awashyai! Mata oya ona!,Singlish
"Me panividyadan labune, oya nosalaka harinawa nowe. Ov, mama welandasale.",Singlish
Thaththa kawadada awe?,Singlish
Mama avasanaye gedarata awa...,Singlish
Mata satutui. Oyage sihina kara yana nisa.,Singlish
Karunakara mage nandae ankaya mata ewanna.,Singlish
"Hondai, mama denatama salasum karala. Mama oyata enawa.",Singlish
Kandayam dekak kridakayin kipay denek sandaha inne,Singlish
Saha karunakara godak godak wathura bonna,Singlish
"Ov, ehemai kiyala mata hagnuna.",Singlish
Lol nathnam mata badaginne indala dawasa awasanaye ek pawmak ahimi karaganna puluwan.,Singlish
kammali gruhaniyan! dan katabas kara alaya karanna! 0871750.77.11! BT-jatika gastuva 10p/min sthavara durakathana valin pamani,Singlish
Aseemitha panivida. Seemitha minittu.,Singlish
Hondai...parissam wenna. Obatat umma…,Singlish
Cab rathaya atha. Owun obawa genayi saha dora gavatama damanawa.,Singlish
Pudgalika pramanayak wage da nathnam kumak da?,Singlish
"Mamath ehemai, mama Tarpon Springs eke mage loku ammaage samarum party eke innawa.",Singlish
Ema panividya balala godak sathutu wuna. Ehenam oya kawada yanne? Suba pathum. Mona pasalda saha oyage salasum monawada?,Singlish
"Eyata mara adarei! Kaaryalayaye kello oba ey hinawanne kiyala wimasai, namuth wedanawen...",Singlish
Timi mamaata motor ratha ain karanna upakara wenawada?,Singlish
Mama newasikagarayata awa. Mama nidiyanawa. Karunakara panthiyata kalin mata katha karanna. Hrishi.,Singlish
Hondai... Namuth bag ekata newathath...,Singlish
"200 sappu savariyaka?a himikam kiyanna, danma 08717895698 amatanna! oba dinuvada! MobStoreQuiz10ppm",Singlish
"Naha, mage laptop eke kisima chitrapatayak naha.",Singlish
"Mahathmaya, mama obe amathuma balaporoththu wemi, nidahas vunama karunakara mata katha karanna.",Singlish
"Mokadda une adaraneeya, mata kiyanna",Singlish
